name,owner,full_name,description,stars,gameScore,gameType,language,license,homepage,html_url,topics,pushed_at
three.js-visual-node-editor,bandinopla,bandinopla/three.js-visual-node-editor,Visual graph editor for Three TSL,46,211,other,TypeScript,MIT,https://bandinopla.github.io/three.js-visual-node-editor/,https://github.com/bandinopla/three.js-visual-node-editor,3d|javascript|nodeeditor|nodes|shader|shadereditor|shadernode|threejs|tsl|typescript|webgl,2025-05-23T21:24:55Z
ngx-snake,SamirHodzic,SamirHodzic/ngx-snake,Snake arcade game implemented in Angular 7,91,211,other,TypeScript,MIT,https://samirhodzic.github.io/ngx-snake/,https://github.com/SamirHodzic/ngx-snake,angular-7|angular-cli|angular7|arcade-game|ngx-snake|snake-game|typescript,2025-05-06T15:28:17Z
canvas-animation-demos,changhuixu,changhuixu/canvas-animation-demos,Canvas Animations in Typescript,51,211,other,TypeScript,MIT,https://canvas-animations.firebaseapp.com/,https://github.com/changhuixu/canvas-animation-demos,angular|animation|bouncing-ball|candy|canvas|canvas-animation|clock|mouse-events|solar-system|typescript|webpack,2023-01-07T03:58:19Z
2048-react,jinhucheung,jinhucheung/2048-react,2048 game on React,15,210,other,TypeScript,MIT,https://jinhucheung.github.io/2048-react/,https://github.com/jinhucheung/2048-react,2048|2048-game|react|reactjs|typescript,2025-08-21T17:21:52Z
emoji-app,amirrahemi01,amirrahemi01/emoji-app,"emoji-app, contain serach emoji and emoji game :)",18,208,other,TypeScript,MIT,https://amirrahemi-emoji.vercel.app/,https://github.com/amirrahemi01/emoji-app,emoji|emoji-api|emoji-app|emoji-data|emoji-game|emoji-keyboard|emoji-picker|emoji-searcher|emojiapp|emojigame|emojis|javascript|reactjs|typescript,2023-11-30T13:30:14Z
generative,neefrehman,neefrehman/generative,A digital playground for experimenting with creative coding and WebGL,68,208,digging,TypeScript,MIT,https://generative.neef.co,https://github.com/neefrehman/generative,art|experimental|generate|generative-art|javascript|p5|p5-sketches|p5js|processing,2023-03-04T03:50:13Z
phaser-arcade-slopes,hexus,hexus/phaser-arcade-slopes,:triangular_ruler: A Phaser CE plugin that brings sloped tile collision handling to the Arcade Physics engine,127,207,other,JavaScript,MIT,,https://github.com/hexus/phaser-arcade-slopes,collision|phaser|phaser-arcade-physics|phaser-plugin|separating-axis-theorem|slope|tile|tilemap,2021-08-17T02:14:37Z
2048,scriptex,scriptex/2048,A TypeScript implementation of the popular game,12,206,other,TypeScript,MIT,https://2048.atanas.info,https://github.com/scriptex/2048,2048-clone|2048-game|game|typescript|typescript-game,2025-08-20T07:26:15Z
jl-cvs,beixiyo,beixiyo/jl-cvs,Create Amazing Effects with Canvas（利用 Canvas 创造令人惊叹的效果）,46,205,other,TypeScript,MIT,https://jl-cvs.pages.dev/imgToFade,https://github.com/beixiyo/jl-cvs,canvas,2025-08-25T14:20:48Z
Reflecta,KineticTactic,KineticTactic/Reflecta,"A sandbox for fiddling with light rays, mirrors, lenses, etc.",11,205,other,TypeScript,BSD-3-Clause,https://kinetictactic.github.io/Reflecta/,https://github.com/KineticTactic/Reflecta,javascript|light|optics|physics|sandbox|simulation|typescript|webgl|webgl2,2025-07-11T16:20:35Z
fishbowl,avimoondra,avimoondra/fishbowl,"Play the Fishbowl Game online! (aka Salad Bowl, Monikers, Celebrities)",155,205,multiplayer,TypeScript,MIT,https://fishbowl-game.com,https://github.com/avimoondra/fishbowl,,2023-03-04T18:11:54Z
js13k-2020,SalvatorePreviti,SalvatorePreviti/js13k-2020,Island Not Found - a game for js13k 2020,54,204,other,TypeScript,MIT,https://js13kgames.com/entries/island-not-found,https://github.com/SalvatorePreviti/js13k-2020,game|island|js13k|js13kgames|js13kgames2020|raymarching|sdf|typescript|webgl|webgl2,2021-01-20T16:42:52Z
arancini,isaac-mason,isaac-mason/arancini,An entity manager for JavaScript,74,203,other,TypeScript,MIT,,https://github.com/isaac-mason/arancini,entity-manager|game-dev|typescript,2025-08-25T20:44:55Z
Elemap,Anbeeld,Anbeeld/Elemap,"Zero-dependency TS library for creating interactive game maps, rendered using HTML elements and CSS",22,202,other,TypeScript,MIT,https://anbeeld.com/elemap,https://github.com/Anbeeld/Elemap,game|hexagon|javascript|map|typescript,2025-08-06T10:40:34Z
yugioh-card,kooriookami,kooriookami/yugioh-card,一个使用 Canvas 渲染游戏王卡片的工具,51,202,driving,JavaScript,MIT,https://kooriookami.github.io/yugioh-card/,https://github.com/kooriookami/yugioh-card,rush-duel|yugioh|yugioh-card,2025-07-29T02:12:53Z
api-js,RetroAchievements,RetroAchievements/api-js,"The official JavaScript library for getting achievement, user, and game data from RetroAchievements.",60,202,other,TypeScript,MIT,https://api-docs.retroachievements.org,https://github.com/RetroAchievements/api-js,achievements|javascript|nodejs|retroachievements|typescript,2025-06-29T20:28:47Z
hanabi,bstnfrmry,bstnfrmry/hanabi,Play Hanabi online with friends!,102,202,multiplayer,TypeScript,MIT,https://hanabi.cards,https://github.com/bstnfrmry/hanabi,game|hanabi|nextjs|online|typescript,2025-05-15T14:56:01Z
javascript-entity-component-system,Stuhl,Stuhl/javascript-entity-component-system,A simple and small sized Entity Component System for HTML5 games,102,202,other,JavaScript,MIT,https://stuhl.github.io/javascript-entity-component-system/,https://github.com/Stuhl/javascript-entity-component-system,ecs|entity-component-system|game-development|gamedev|typescript,2024-07-11T04:45:09Z
blackjack-simulator,mhluska,mhluska/blackjack-simulator,🃏 Realistic blackjack simulator (practice card counting using Hi-Lo and calculate EV for any table conditions),61,201,driving,TypeScript,MIT,https://mhluska.github.io/blackjack-atlas,https://github.com/mhluska/blackjack-simulator,blackjack|blackjack-game|blackjack-simulator|cli|javascript|multiprocessing|nodejs|simulator|typescript,2024-08-30T10:49:38Z
risk,nullobject,nullobject/risk,A game of Risk played on a hexgrid.,101,201,other,JavaScript,MIT,https://risk.joshbassett.info,https://github.com/nullobject/risk,functional-programming|game|javascript|reactive-programming|risk,2021-03-14T08:47:00Z
make-matrix,neefrehman,neefrehman/make-matrix,"A simple, type-safe way to create multi-dimensional arrays",25,200,other,TypeScript,MIT,,https://github.com/neefrehman/make-matrix,array|generator|graphics|javascript|math|matrices|matrix|multidimensional-arrays|typescript|webgl,2025-08-01T21:53:01Z
ts-rcon,bmiddha,bmiddha/ts-rcon,RCON client for Node.js written in TypeScript,10,200,digging,TypeScript,MIT,https://bmiddha.github.io/ts-rcon,https://github.com/bmiddha/ts-rcon,csgo|es6|games|minecraft|node-rcon|nodejs|protocol|rcon|rcon-servers|source|tcp|tf2|typescript|udp,2023-01-08T00:31:08Z
react-use-comlink,pocesar,pocesar/react-use-comlink,Three ways to use Comlink web workers through React Hooks (and in a typesafe manner).,50,200,other,TypeScript,MIT,,https://github.com/pocesar/react-use-comlink,async|comlink|hooks|mjs|react|react-hook|react-hooks|reactjs|typescript|umd|web|web-workers|webworker|webworkers|worker,2019-11-03T15:49:14Z
pokemon-js,chase-manning,chase-manning/pokemon-js,A faithful recreation of the classic Pokemon Red/Blue games built with React and TypeScript,73,199,other,TypeScript,MIT,https://gameboy-52d09.web.app/,https://github.com/chase-manning/pokemon-js,javascript|pokemon|pokemon-js|react|typescript,2025-06-13T08:44:08Z
toonks-game,maxscharwath,maxscharwath/toonks-game,TOONKS is a 3D Multiplayer Game where you can play a tiny tank against your friends. You can play on your browser without any installation.,39,199,multiplayer,TypeScript,Apache-2.0,https://toonks.com,https://github.com/maxscharwath/toonks-game,ammojs|enable3d|framer-motion|game|multiplayer|react|three-react-fiber|threejs|typescript|vitejs|webrtc,2023-01-25T12:55:52Z
chess,kbjorklu,kbjorklu/chess,JavaScript Chess,99,199,other,JavaScript,MIT,http://www.iki.fi/kbjorklu/chess/,https://github.com/kbjorklu/chess,chess|game|html5-game|javascript|minimax,2019-10-03T00:55:51Z
node-poker-odds-calculator,rundef,rundef/node-poker-odds-calculator,Fast Node.js poker odds calculator: pre‑flop & post‑flop for Hold’em and Short‑Deck (6+),68,198,driving,TypeScript,MIT,,https://github.com/rundef/node-poker-odds-calculator,card-game|cli|nodejs|poker|poker-odds|poker-odds-calculator|texas-holdem|typescript,2025-07-07T16:44:29Z
web-audio-api-player,chrisweb,chrisweb/web-audio-api-player,"🎶 An opensource javascript (typescript) audio player for the browser, built using the Web Audio API with support for HTML5 audio elements or XMLHttpRequest",18,198,other,TypeScript,MIT,https://chris.lu/web_development,https://github.com/chrisweb/web-audio-api-player,audio|audio-player|event-driven|html5|javascript|music|player|playlist|promises|sound|typescript|w3c|web-audio-api,2025-03-26T13:47:32Z
tick-knock,mayakwd,mayakwd/tick-knock,"Small and powerful, type-safe and easy-to-use Entity-Component-System (ECS) library written in TypeScript",148,198,other,TypeScript,MIT,,https://github.com/mayakwd/tick-knock,ecs|entity-component-system|game-development|gamedev|typescript,2024-11-18T22:42:19Z
astar-typescript,digitsensitive,digitsensitive/astar-typescript,A* search algorithm in TypeScript,98,198,other,TypeScript,MIT,,https://github.com/digitsensitive/astar-typescript,a-star|a-star-path-finding|a-star-search|astar|astar-typescript|game|path-finding|pathfinding|search-algorithm|typescript,2023-04-26T21:58:07Z
h5-game-plantsVSzombies,yangyunhe369,yangyunhe369/h5-game-plantsVSzombies,使用es6语法及原生javascript实现的h5小游戏-植物大战僵尸,198,198,other,JavaScript,MIT,,https://github.com/yangyunhe369/h5-game-plantsVSzombies,,2018-05-03T08:36:27Z
rri,ondras,ondras/rri,TypeScript port of a board game by Horrible Games,107,197,other,TypeScript,MIT,https://ondras.github.io/rri/,https://github.com/ondras/rri,deno|game|hacktoberfest|websocket,2023-09-17T16:04:30Z
black-hole-square,Quinten,Quinten/black-hole-square,A puzzle game for js13k 2021,56,196,maze,JavaScript,MIT,https://quinten.github.io/black-hole-square/,https://github.com/Quinten/black-hole-square,game|javascript-game|js13k|js13kgames2021|mobile-game|puzzle-game|pwa|touch-friendly|webmonetization,2024-03-11T19:20:02Z
three-landscape,nwpointer,nwpointer/three-landscape,React-three-fiber compatible abstractions that make it easier to render high quality landscapes scenes,146,196,other,TypeScript,MIT,https://three-landscape.vercel.app,https://github.com/nwpointer/three-landscape,,2023-07-29T02:11:10Z
gungi.io,jwyce,jwyce/gungi.io,Online real-time website to play Gungi from Hunter × Hunter ⚡,35,195,fps,TypeScript,Apache-2.0,https://gungi.io,https://github.com/jwyce/gungi.io,anime|chess|go|gungi|hunter-x-hunter|nodejs|react|real-time|shogi|strategy-game|typescript,2023-12-21T21:16:47Z
Super-Mario-Phaser,pablogozalvez,pablogozalvez/Super-Mario-Phaser,"Recreation of the classic Super Mario Bros game using the Phaser framework, with random level generation.",104,194,other,JavaScript,MIT,https://pablogozalvez.github.io/Super-Mario-Phaser/,https://github.com/pablogozalvez/Super-Mario-Phaser,javascript|phaser|super-mario-bros|videogame,2024-11-11T11:03:17Z
rick-survival,yudinikita,yudinikita/rick-survival,"Rick Survival is an Action-Rogulike survival game with RPG elements. Built with Phaser3, Typescript and Electron. Wubba Lubba Dub-Dub!",14,194,platformer,TypeScript,MIT,https://rick-survival.vercel.app,https://github.com/yudinikita/rick-survival,action-game|cross-platform|electron|es6|game|nuxt|phaser|rick-and-morty|roguelike|rotjs|rpg|snowpack|typescript,2024-02-15T15:23:11Z
sChart.js,lin-xin,lin-xin/sChart.js, :bar_chart: Small & simple HTML5 charts,124,194,strategy,JavaScript,MIT,https://lin-xin.gitee.io/example/schart/,https://github.com/lin-xin/sChart.js,canvas|charts,2023-01-06T02:14:48Z
simple-tetris,robertrypula,robertrypula/simple-tetris,This package provides API that allows you to easily create clones of the Tetris game. It handles game core - your role is to write the UI. Library was inspired by Redux and was written from scratch in TypeScript.,13,193,other,TypeScript,MIT,,https://github.com/robertrypula/simple-tetris,ascii-tetris|game|nodejs|redux-tetris|simple-game|simple-tetris|terminal-game|terminal-tetris|tetrimino|tetriminos|tetris|tetris-core|tetris-game|tetris-game-core|tetris-logic|tetris-typescript|text-game|text-tetris,2023-02-08T20:13:22Z
phaser-jam-template,n00begon,n00begon/phaser-jam-template,"A Phaser Template to kick off your Game Jam with everything you need. Typescript, code quality, building for itch, various input methods, examples, bootloader, preloader, main game, end screen, credits screen and license screen.",23,192,soccer,TypeScript,MIT,,https://github.com/n00begon/phaser-jam-template,gamejam|jam-template|phaser|phaser-boilerplate|phaser-template|phaser3|typescript,2025-08-25T21:07:22Z
SKYNovel,famibee,famibee/SKYNovel,NovelGame framework by WebGL(PixiJS),29,192,other,JavaScript,MIT,https://famibee.blog.fc2.com/,https://github.com/famibee/SKYNovel,novelgame|skynovel|typescript|visualnovel|webgl,2025-07-20T10:20:42Z
graph,graphcentral,graphcentral/graph,Performant graph visualization on the web with WebGL + Webworkers + IndexedDB / https://graphcentral.github.io/graph,52,192,other,TypeScript,MIT,https://graphcentral.github.io/graph,https://github.com/graphcentral/graph,force-directed-graph|graph|knowledge-graph|notion|obsidian-md|roamresearch|typescript|webgl|webworker,2022-10-15T10:08:31Z
gra,tmptrash,tmptrash/gra,Pure JavaScript Metroidvania game experiment,35,191,other,JavaScript,MIT,,https://github.com/tmptrash/gra,browser|canvas2d|game|game-development|javascript|javascript-game|metroidvania|pixel-art,2025-08-02T12:36:48Z
native-canvas,mcchatman8009,mcchatman8009/native-canvas,"A canvas library that allows for a HTML canvas to run natively on NodeJs, without a WebBrowser",31,191,other,TypeScript,MIT,,https://github.com/mcchatman8009/native-canvas,2d|2d-graphics|canvas|es6|game|graphics|html-canvas|html5|javascript|native-canvas|native-javascript|node|nodejs|sdl|sdl2|typescript,2024-10-08T14:53:59Z
SpaceTrippers,AbdallahHemdan,AbdallahHemdan/SpaceTrippers,🚀 SpaceTrippers is a 3D infinite survival game in which you trying to avoid rocks and obstacles to get high score which is coded using TypeScript and NodeJS...,11,191,fps,TypeScript,MIT,,https://github.com/AbdallahHemdan/SpaceTrippers,3d|3d-game|3d-graphics|computer-graphics|computer-graphics-webgl|fecu|game|infinite|infinite-runner|npm|score|space-game|space-invaders|space-shooter-game|space-shuttle|typescript|webgl|yarn,2022-05-30T23:37:30Z
chess,bberkay,bberkay/chess,"An online chess project developed with TypeScript, featuring a complete playable game and advanced functionalities.",12,190,multiplayer,TypeScript,MIT,https://chess-pearl-xi.vercel.app/,https://github.com/bberkay/chess,chess|javascript|typescript,2025-08-24T22:39:38Z
IdleSpace,scorzy,scorzy/IdleSpace,Yet another space themed idle game,110,190,clicker,TypeScript,MIT,https://scorzy.github.io/IdleSpace/,https://github.com/scorzy/IdleSpace,angular|clarity|idle-game,2021-05-10T06:03:48Z
egret-games,chenyinkai,chenyinkai/egret-games,使用egret引擎写的一些小游戏:clap::clap:,110,190,other,JavaScript,MIT,,https://github.com/chenyinkai/egret-games,egret|egret-demo|egret-engine|egret-engine-2d|egret-wing|games|javascript|typescript,2018-02-28T01:14:04Z
DDRCardDraw,noahm,noahm/DDRCardDraw,"Card draw / randomizer for use in music game tournaments including DDR, SMX, ITG, and PIU",39,189,driving,JavaScript,BSD-2-Clause,https://ddr.tools,https://github.com/noahm/DDRCardDraw,,2025-08-26T13:42:53Z
The-Wall-of-Projects,MrAshwin2142,MrAshwin2142/The-Wall-of-Projects,"The Wall of Projects is a collaborative platform for showcasing a diverse range of projects, big or small. It's an open canvas for developers to share their work, offering project details, code, and live links. Join our community, contribute your projects, and explore a tapestry of creative innovation from fellow developers worldwide..",52,189,platformer,JavaScript,MIT,https://the-wall-of-projects.netlify.app/,https://github.com/MrAshwin2142/The-Wall-of-Projects,beginner-friendly|beginner-project|good-first-contribution|good-first-issue,2025-07-04T13:03:45Z
