name,owner,full_name,description,stars,gameScore,language,license,homepage,html_url,topics,pushed_at
ryuu-play,keeshii,keeshii/ryuu-play,Simulator for the Pokémon Trading Card Game,82,244,TypeScript,MIT,https://ptcg.ryuu.eu,https://github.com/keeshii/ryuu-play,bots|pokemon|pokemon-tcg|simulator|tcg,2025-07-19T07:55:47Z
WH3-Mod-Manager,Shazbot,Shazbot/WH3-Mod-Manager,"Mod manager for Total War: Warhammer 3 and other newer Total War games, Steam version only",141,241,TypeScript,MIT,,https://github.com/Shazbot/WH3-Mod-Manager,,2025-08-26T12:21:11Z
bingo,mihailgaberov,mihailgaberov/bingo,🎱 A Bingo game built with JavaScript. It comes with a back-office app built with React.js and uses MongoDB.,63,241,JavaScript,MIT,,https://github.com/mihailgaberov/bingo,bingo|gambling|game|javascript|js|mongodb|reactjs|tdd,2025-08-24T13:52:46Z
YAM,MillenniumEarl,MillenniumEarl/YAM,Unofficial Game Updater for the F95Zone platform,55,241,JavaScript,MIT,,https://github.com/MillenniumEarl/YAM,f95zone|game|game-information|game-install|game-updates|games|manager|mod|nsfw,2025-08-22T21:11:35Z
Gapless-5,regosen,regosen/Gapless-5,Gapless JavaScript audio player using HTML5 and WebAudio,150,240,JavaScript,MIT,,https://github.com/regosen/Gapless-5,audio-player|crossfade|javascript|loop|seamless|shuffle|ui|web|webaudio,2024-04-19T18:03:35Z
totk-mod-manager-for-switch-emulators,vasilvestre,vasilvestre/totk-mod-manager-for-switch-emulators,"Zelda: Tears of the Kingdom Mod Manager is an open-source application, designed to assist players of Zelda: Tears of the Kingdom on the Yuzu emulator in managing mods for the game.",150,240,TypeScript,BSD-3-Clause,https://vasilvestre.github.io/totk-mod-manager-for-switch-emulators/,https://github.com/vasilvestre/totk-mod-manager-for-switch-emulators,mod|totk|yuzu|zelda,2024-03-18T10:26:23Z
HTML5-JS,tobiasvonarx,tobiasvonarx/HTML5-JS,A repository for my personal little projects mainly in HTML and JavaScript,10,240,JavaScript,MIT,https://tobiasvonarx.github.io/HTML5-JS/,https://github.com/tobiasvonarx/HTML5-JS,canvas|canvas-game|canvas2d|deep-reinforcement-learning|demo|fractal|graphics|html5|html5-canvas|html5-game|html5-game-development|html5-js|javascript|machine-learning|neural-networks|p5js|pure-javascript|sound,2022-12-08T04:45:39Z
nft_game,HashLips,HashLips/nft_game,Learn how to create a NFT game and connect to a smart contract.,238,238,JavaScript,MIT,,https://github.com/HashLips/nft_game,,2021-10-20T07:14:21Z
Nonogram,HandsomeOne,HandsomeOne/Nonogram,"Another nonogram (also known as hanjie, picross and griddlers) editor and solver. No dependencies.",148,238,TypeScript,MIT,https://handsomeone.github.io/Nonogram/,https://github.com/HandsomeOne/Nonogram,nonogram|picross|puzzle-game|solver,2020-05-01T13:14:25Z
node-virtual-gamepads,jehervy,jehervy/node-virtual-gamepads,Node virtual gamepads,237,237,JavaScript,MIT,,https://github.com/jehervy/node-virtual-gamepads,,2024-03-29T14:18:25Z
skribbl-io-autodraw,galehouse5,galehouse5/skribbl-io-autodraw,Chrome extension that automatically draws images in pictionary game skribbl.io.,185,235,JavaScript,Unlicense,https://skribbl.io/,https://github.com/galehouse5/skribbl-io-autodraw,,2024-10-13T20:34:12Z
baghchal,sumn2u,sumn2u/baghchal,"Bagchal is a strategic board game featuring AI, where tigers aim to 'hunt' goats while the goats strategically block the tiger's movements.",93,233,JavaScript,BSD-3-Clause,https://iamsuman.itch.io/bagchal,https://github.com/sumn2u/baghchal,bagchal|board-game|classic-game|games|html5-game|learning|nepal|open-source|strategy-game,2024-09-15T18:49:36Z
Splash,matsuoka-601,matsuoka-601/Splash,Another interactive 3D fluid simulation in WebGPU,121,231,TypeScript,MIT,https://splash-fluid.netlify.app/,https://github.com/matsuoka-601/Splash,fluid|gpu|mls-mpm|mpm|simulation|webgpu,2025-04-22T16:53:46Z
wordlines,nalinbhardwaj,nalinbhardwaj/wordlines,Mobile ZK Puzzle Game with NFT rewards,191,231,JavaScript,MIT,,https://github.com/nalinbhardwaj/wordlines,ethereum|game|solidity|zero-knowledge,2021-08-30T18:32:48Z
guitar_bro,makaroni4,makaroni4/guitar_bro,Guitar Bro – browser game that helps you learn notes on guitar,151,231,JavaScript,MIT,https://makaroni4.github.io/guitar_bro/,https://github.com/makaroni4/guitar_bro,browser-game|fft|guitar,2018-03-15T20:10:53Z
s2ts,Peterclark1996,Peterclark1996/s2ts,A bundler for Counter Strike 2 that compiles TypeScript projects into .vts_c files for map and game mode creators.,35,230,TypeScript,MIT,https://s2ts.net/,https://github.com/Peterclark1996/s2ts,counter-strike|counter-strike-2|cs2|source-2|source-2-cs|typescript,2025-08-11T23:00:09Z
react-bounding-box,alx,alx/react-bounding-box,HTML Canvas to display bounding boxes on an image,50,229,JavaScript,MIT,https://alx.github.io/react-bounding-box/,https://github.com/alx/react-bounding-box,bounding-boxes|canvas|react,2025-08-25T09:08:33Z
jumper,egeexyz,egeexyz/jumper,A simple platformer game demo written in PhaserJS 2.x,32,229,JavaScript,MIT,https://jumper.egee.io,https://github.com/egeexyz/jumper,docker|electron|javascript|nodejs|phaserjs,2025-08-24T01:38:41Z
javascript-gauntlet,jakesgordon,jakesgordon/javascript-gauntlet,An HTML5 Gauntlet-style game,165,229,JavaScript,MIT,https://jakesgordon.com/writing/javascript-gauntlet/,https://github.com/jakesgordon/javascript-gauntlet,,2025-06-01T22:04:43Z
nodegame,nodeGame,nodeGame/nodegame,Complete nodegame repository with examples and documentation,119,229,JavaScript,MIT,,https://github.com/nodeGame/nodegame,behavioral|experiment|game|games|javascript|multiplayer|nodegame|online-games|real-time|science|synchronous,2024-10-10T09:34:55Z
mnimi,sepandhaghighi,sepandhaghighi/mnimi,🎲 Mnimi (A Game of Memory Skill),29,229,JavaScript,MIT,https://www.mnimi.ir/,https://github.com/sepandhaghighi/mnimi,css|front-end|frontend|fun|game|game-2d|games|html|javascript|js|memory-game|music|online|online-game|online-games,2022-12-07T18:09:24Z
chess-com-insights,thieleju,thieleju/chess-com-insights,♟️ Browser Extension - Shows Win/Lose/Draw and average accuracy stats for games on chess.com,12,228,TypeScript,ISC,https://chrome.google.com/webstore/detail/chesscom-insights/mobpnhbkmljienoleojnhbfhkhodpffe,https://github.com/thieleju/chess-com-insights,chess|chess-com|chrome-extension|crxjs|typescript|vite|vue3|vuetify3,2025-08-12T08:43:43Z
editor-mcp-server,playcanvas,playcanvas/editor-mcp-server,MCP Server for AI automation of the PlayCanvas Editor,60,228,TypeScript,MIT,,https://github.com/playcanvas/editor-mcp-server,javascript|mcp|mcp-server|playcanvas|typescript|vibe-coding|webgl|webgpu|webxr,2025-08-04T10:59:01Z
Tic-Tac-Toe,arasgungore,arasgungore/Tic-Tac-Toe,"Simple tic-tac-toe game built using HTML, CSS, and JavaScript.",28,228,JavaScript,MIT,,https://github.com/arasgungore/Tic-Tac-Toe,css|game|html|html-css-javascript|html-css-js|javascript|tic-tac-toe|tic-tac-toe-game|tic-tac-toe-javascript|tic-tac-toe-js|tic-tac-toe-web-application|tictactoe|tictactoe-game|tictactoe-javascript|tictactoe-web-application|tictactoe-webapp|web-app|web-application|webapp|webapplication,2024-06-28T16:23:09Z
nami,hacktoon,hacktoon/nami,An old-school game world generator,38,226,JavaScript,MIT,https://hacktoon.github.io/nami/,https://github.com/hacktoon/nami,canvas|game|js|procedural-terrain,2025-08-24T20:33:06Z
Discord-Trivia-Bot,LakeYS,LakeYS/Discord-Trivia-Bot,"TriviaBot: Play trivia in Discord! Powered by discord.js and OpenTDB, with 24 categories and three modes of play.",86,226,JavaScript,Apache-2.0,,https://github.com/LakeYS/Discord-Trivia-Bot,anime|bot|discord|discord-bot|discord-js|discordjs|entertainment|hangman|manga|movies|nodejs|opentdb|television|trivia,2025-03-29T21:04:04Z
battleship,scc416,scc416/battleship,"A real-time battleship game (also known as Battleships or Sea Battle) for pairs of players, built with React and Socket.IO",14,224,JavaScript,MIT,https://github.com/scc416/battleship,https://github.com/scc416/battleship,battleship|battleship-game|heroku|javascript|javascript-game|javascriptgame|netlify|node|node-js|nodejs|nodemon|react|react-hooks|reactjs|socket-io|socketio,2023-06-02T01:25:14Z
freed,vibe-stack,vibe-stack/freed,"A web based 3d editor inspired by blender, demo app for the vibe coding book",14,223,TypeScript,MIT,https://vibe-stack.github.io/freed/,https://github.com/vibe-stack/freed,3d|3deditor|blender|editor|threejs|web3d,2025-08-25T22:17:09Z
cubecubed,imaphatduc,imaphatduc/cubecubed,💡🚀🍿 Play stunning mathematical visualization on the web with SVG and Canvas.,113,223,TypeScript,MIT,https://imaphatduc.github.io/cubecubed/,https://github.com/imaphatduc/cubecubed,animation|canvas|graphics|math|svg|visualization,2023-11-29T12:56:49Z
game-off-2017,kenamick,kenamick/game-off-2017,👊  8-bit Retro Beat 'em up with Game Boy graphics ,113,223,JavaScript,MIT,https://kenamick.itch.io/kickpunch,https://github.com/kenamick/game-off-2017,action-game|beat-em-up|fighter|gameoff2017|html5-game|phaserjs,2023-11-10T00:15:36Z
minesweeper,aashrafh,aashrafh/minesweeper,"Minesweeper game built with Vue, Vuex, Vuetify, and SCSS",23,223,JavaScript,MIT,https://aashrafh.github.io/minesweeper/,https://github.com/aashrafh/minesweeper,game|games|github-corner|github-pages|minesweeper|minesweeper-game|minesweeper-style-game|scss|svg|vue|vue-game|vuejs|vuetify|vuetifyjs|vuex,2023-02-04T12:45:28Z
jokenpo,victorqribeiro,victorqribeiro/jokenpo,"Can a neural network predict your next move on a game of rock, paper and scissor?",123,223,JavaScript,MIT,https://victorribeiro.com/jokenpo,https://github.com/victorqribeiro/jokenpo,game|javascript|mlp|neural-network|rock-paper-scissors,2019-08-30T17:52:02Z
construct,tmptrash,tmptrash/construct,JavaScript Digital Organisms simulator,23,223,JavaScript,MIT,,https://github.com/tmptrash/construct,ai|artificial-intelligence|bytecode|canvas2d|digital-organisms|distributed-computing|distributed-systems|es6|evolution-simulation|genetic-algorithm|genetic-programming|javascript|linear-genetic-programming|machine-learning|nodejs|opensource|programming-language|research|virtual-machine|websockets,2018-07-01T20:29:55Z
template-react-ts,phaserjs,phaserjs/template-react-ts,A Phaser 3 TypeScript project template that demonstrates React communication and uses Vite for bundling,157,222,TypeScript,MIT,,https://github.com/phaserjs/template-react-ts,phaser|phaser3|phaserj3|react|typescript|vite,2025-05-23T16:11:22Z
memory-cards,Mazzzoni,Mazzzoni/memory-cards,Small game about memory and cards (uh),62,222,TypeScript,MIT,https://francois-steinel.fr/articles/build-lobby-based-online-multiplayer-browser-games-with-react-and-nodejs,https://github.com/Mazzzoni/memory-cards,browser|card-game|game|lobby|memory-game|multiplayer|nestjs|nodejs|nodejs-server|reactjs|websocket,2023-10-01T13:02:05Z
progress-knight,ihtasham42,ihtasham42/progress-knight,An idle game built with JavaScript,152,222,JavaScript,Unlicense,,https://github.com/ihtasham42/progress-knight,css|game|html|idle|idle-game|incremental-game|javascript,2023-08-20T22:21:36Z
soma-fm-player,rainner,rainner/soma-fm-player,This is a Vue.js web application for streaming radio stations from Somafm.com. This app uses the public SomaFM JSON channels API endpoint to pull in a list of stations and makes it easy to switch between stations. This app also uses Three.js and the HTML5 Web Audio Context API to sample audio data and create a visualizer effect for the selected station. ,142,222,JavaScript,MIT,,https://github.com/rainner/soma-fm-player,audio|javascript|somafm|spa|threejs|ui|visualizer|vuejs,2023-03-04T02:52:13Z
jo,yegor256,yegor256/jo,"Junior Objects: JavaScript examples that are the ""Space Invaders"" in-browser game",25,221,JavaScript,MIT,https://yegor256.github.io/jo/,https://github.com/yegor256/jo,game|html|html-game|javascript|object-oriented-programming,2025-08-22T21:04:39Z
three-cesium-examples,OpenThree,OpenThree/three-cesium-examples,WebGL Three.js Cesium.js Examples And Demo - WebGL 的 Three.js 和 Cesium.js 案例 --- Star ---点星星,29,221,JavaScript,Apache-2.0,https://openthree.github.io/three-cesium-examples/,https://github.com/OpenThree/three-cesium-examples,cesium|glsl|html|three|webgl,2025-08-19T02:00:11Z
depict-it,ably-labs,ably-labs/depict-it,a hilarious peer to peer drawing game built with vue.js using Ably channels.,81,221,JavaScript,MIT,https://depictit.ably.dev/,https://github.com/ably-labs/depict-it,ably-js|demo|game|game-development|javascript|peer-to-peer|pubsub|realtime-messaging|vue,2023-07-18T23:20:27Z
emscripten-sdl2-ogles2,erik-larsen,erik-larsen/emscripten-sdl2-ogles2,C++/SDL2/OpenGLES2 samples running in the browser via Emscripten,44,220,JavaScript,MIT,,https://github.com/erik-larsen/emscripten-sdl2-ogles2,cross-platform|emscripten|gles|hello-world|opengl|opengles|sdl-image|sdl2|touch|webgl,2025-08-02T10:31:19Z
led-matrix-simulator,sallar,sallar/led-matrix-simulator,:crystal_ball: A simple HTML5 LED Matrix Simulator for fun,120,220,JavaScript,MIT,https://sallar.github.io/led-matrix-simulator/,https://github.com/sallar/led-matrix-simulator,canvas|led-display|led-matrix-displays|ledmatrix|preact,2018-04-06T19:59:23Z
pistols,underware-gg,underware-gg/pistols,Pistols at Dawn | Made with Dojo,20,219,TypeScript,CC0-1.0,https://pistols.gg,https://github.com/underware-gg/pistols,cairo|cairo-lang|dojo|on-chain-game|starknet,2025-08-25T17:54:44Z
kitten-scientists,kitten-science,kitten-science/kitten-scientists,Home of Kitten Scientists v2,48,218,TypeScript,MIT,https://next.kitten-science.com/,https://github.com/kitten-science/kitten-scientists,kittens-game|userscript,2025-08-26T11:48:20Z
2048-Game,SimonAKing,SimonAKing/2048-Game,:fish: Made just for fun. ,13,218,JavaScript,Unlicense,https://tomotoes.com/2048,https://github.com/SimonAKing/2048-Game,2048-game|es6-javascript|game|jquery|less|webpack,2025-08-21T15:45:28Z
JS_ParticleSystem,DrA1ex,DrA1ex/JS_ParticleSystem,"Gravity Simulation (Galaxy Birth) in real time, N-Body and 1-Body",46,218,JavaScript,MIT,https://dra1ex.github.io/JS_ParticleSystem/n_body,https://github.com/DrA1ex/JS_ParticleSystem,canvas|galaxy-birth|galaxy-evolution|gravity-simulation|javascript|n-body|physics|physics-simulation|simulation|webgl,2025-06-09T08:19:33Z
Gamecord,aniket091,aniket091/Gamecord,Discord Gamecord is a powerful npm package with a collection of minigames for your discord bot :),98,218,JavaScript,MIT,https://discord-gamecord.js.org/,https://github.com/aniket091/Gamecord,discord-bot|discord-gamecord|discord-games|discord-js|gamecord|hacktoberfest|mini-games,2024-08-24T10:48:42Z
js-pop-quiz,WeiChiaChang,WeiChiaChang/js-pop-quiz,JavaScript Pop Quizzzzzz.,98,218,JavaScript,MIT,https://js-pop-quiz.now.sh,https://github.com/WeiChiaChang/js-pop-quiz,javascript|javascript-game|popquiz|quiz|quiz-game|vue|vue-router,2023-01-04T14:37:08Z
Cat-or-dog,punksta,punksta/Cat-or-dog,React-native drag-n-drop game.,38,218,JavaScript,MIT,https://install.appcenter.ms/users/stanislav-shakirov/apps/cat-or-dog/distribution_groups/public,https://github.com/punksta/Cat-or-dog,android-game|animals|cat|dog|ios-game|mobile-game|pet-project|react|react-native|react-native-animation|react-native-game|reactjs|reactnative,2022-12-08T00:04:45Z
jsbattle,jamro,jamro/jsbattle,JavaScript Programming Game (inspired by RoboCode),108,218,JavaScript,MIT,http://jsbattle.jmrlab.com,https://github.com/jamro/jsbattle,ai|artificial-intelligence|javascript|js|robocode|tank-game,2022-04-17T10:05:26Z
rplayer,davland7,davland7/rplayer,Play streaming radio HTML5 .mp3 & .m3u8,43,217,TypeScript,MIT,https://rplayer.js.org,https://github.com/davland7/rplayer,hls|javascript|mp3,2025-08-20T14:45:08Z
threejs-demo,Avan0203,Avan0203/threejs-demo,"This is a case library that serves as a feasibility verification and learning tool, developed using Three.js and other dependencies.",14,216,JavaScript,MIT,https://avan0203.github.io/threejs-demo/,https://github.com/Avan0203/threejs-demo,demo|examples|shader|threejs|webgl|webgpu,2025-08-18T08:16:34Z
ass-html5,luxluth,luxluth/ass-html5,Display ASS/SSA subtitles for html video,17,216,TypeScript,MIT,https://asshtml5.luxluth.dev/,https://github.com/luxluth/ass-html5,aegisub|ass-subtitles|html-canvas|html5|javascript|libass|ssa-subtitles|subtitles|typescript,2025-07-16T19:12:24Z
cypherpoker.js,monicanagent,monicanagent/cypherpoker.js,An open source peer-to-peer poker platform with cryptocurrency integration written in JavaScript.,106,216,JavaScript,MIT,,https://github.com/monicanagent/cypherpoker.js,bitcoin|cryptocurrency|javascript|node-js|nodejs|open-source|opensource|p2p|peer-to-peer|poker|poker-game,2024-05-18T19:05:32Z
web-mmd,culdo,culdo/web-mmd,Play MMD in the browser,48,214,TypeScript,MIT,https://culdo.github.io/web-mmd/,https://github.com/culdo/web-mmd,mmd|threejs,2025-08-23T04:40:22Z
angular-maze,changhuixu,changhuixu/angular-maze,A maze generator and path finder in Angular,13,213,TypeScript,MIT,https://changhuixu.github.io/angular-maze/,https://github.com/changhuixu/angular-maze,algorithm|angular|canvas|canvas-animation|maze|maze-game|maze-generator|maze-solver|typescript,2025-07-17T21:29:16Z
card-dealer,theaccordance,theaccordance/card-dealer,A robust card-dealing JavaScript Class written in TypeScript,13,212,TypeScript,MIT,,https://github.com/theaccordance/card-dealer,card-dealer|card-game|card-games|hacktoberfest|javascript|npm-module|npm-package|open-source|shuffle|typescript,2025-08-26T01:38:19Z
gurps,crnormand,crnormand/gurps,Implementing a GURPS 4e game aid for Foundry VTT,113,212,JavaScript,MIT,,https://github.com/crnormand/gurps,,2025-08-25T22:18:37Z
doppelkopf,hamvocke,hamvocke/doppelkopf,"A ""Doppelkopf"" card game - in your browser ♣️♠️♥️♦️",62,212,TypeScript,MIT,https://doppelkopf.party,https://github.com/hamvocke/doppelkopf,card-game|cardgame|doppelkopf|flask|game|javascript|javascript-game|python|vue|vuejs,2024-12-01T10:52:47Z
additronk8s-retrogames-kubernetes-controller,paolomainardi,paolomainardi/additronk8s-retrogames-kubernetes-controller,A retrogames kubernetes controller built in Javascript,172,212,JavaScript,Apache-2.0,,https://github.com/paolomainardi/additronk8s-retrogames-kubernetes-controller,crd-controller|javascript|kubernetes|retrogames,2021-12-31T17:05:05Z
reactjs-hangman,vetrivelcsamy,vetrivelcsamy/reactjs-hangman,ReactJS Hangman Game Find Programming Language,26,211,JavaScript,MIT,https://reactjs-hangman.netlify.app,https://github.com/vetrivelcsamy/reactjs-hangman,hangman|javascript|nodejs|reactjs,2025-08-21T17:47:50Z
GiveawayCompanion,longnull,longnull/GiveawayCompanion,Saves your time on games giveaway sites.,111,211,JavaScript,MIT,,https://github.com/longnull/GiveawayCompanion,games|giveaway-site|giveaways|javascript|js|steam|steam-games|steam-keys|userjs|userscript,2025-05-18T12:54:40Z
canvas-animation-demos,changhuixu,changhuixu/canvas-animation-demos,Canvas Animations in Typescript,51,211,TypeScript,MIT,https://canvas-animations.firebaseapp.com/,https://github.com/changhuixu/canvas-animation-demos,angular|animation|bouncing-ball|candy|canvas|canvas-animation|clock|mouse-events|solar-system|typescript|webpack,2023-01-07T03:58:19Z
2048-react,jinhucheung,jinhucheung/2048-react,2048 game on React,15,210,TypeScript,MIT,https://jinhucheung.github.io/2048-react/,https://github.com/jinhucheung/2048-react,2048|2048-game|react|reactjs|typescript,2025-08-21T17:21:52Z
image-editor-effects,alaingalvan,alaingalvan/image-editor-effects,"💎 A WebGL example of image adjustment / effects shaders found in Photoshop, other image editors and game engines.",100,210,TypeScript,Unlicense,https://alain.xyz/blog/image-editor-effects,https://github.com/alaingalvan/image-editor-effects,blend|filter|gimp|instagram|photoshop|shader,2022-12-11T09:23:19Z
conway,drewblaisdell,drewblaisdell/conway,"real-time, persistent, multiplayer version of Conway's Game of Life",160,210,JavaScript,MIT,http://lifecompetes.com,https://github.com/drewblaisdell/conway,,2014-11-21T09:32:06Z
world-js,anvoz,anvoz/world-js,A brief history of humankind in Javascript simulation game,159,209,JavaScript,MIT,http://anvoz.github.io/world-js/,https://github.com/anvoz/world-js,,2023-10-04T01:20:06Z
three-fluid-sim,amsXYZ,amsXYZ/three-fluid-sim,🌊✒️ 2D Fluid Simulation three.js implementation.,159,209,TypeScript,MIT,https://amsxyz.github.io/three-fluid-sim/,https://github.com/amsXYZ/three-fluid-sim,,2020-02-12T09:05:07Z
art-peace,keep-starknet-strange,keep-starknet-strange/art-peace,Competitive art canvas on Starknet,36,208,JavaScript,MIT,https://art-peace.net,https://github.com/keep-starknet-strange/art-peace,cairo|full-stack|onchain-game|starknet,2025-08-08T21:27:02Z
generative,neefrehman,neefrehman/generative,A digital playground for experimenting with creative coding and WebGL,68,208,TypeScript,MIT,https://generative.neef.co,https://github.com/neefrehman/generative,art|experimental|generate|generative-art|javascript|p5|p5-sketches|p5js|processing,2023-03-04T03:50:13Z
BattleCity,newagebegins,newagebegins/BattleCity,"JavaScript remake of Famicom ""Battle City"" game",157,207,JavaScript,MIT,http://newagebegins.github.io/BattleCity/BattleCity.html,https://github.com/newagebegins/BattleCity,,2021-11-27T11:39:26Z
2048,scriptex,scriptex/2048,A TypeScript implementation of the popular game,12,206,TypeScript,MIT,https://2048.atanas.info,https://github.com/scriptex/2048,2048-clone|2048-game|game|typescript|typescript-game,2025-08-20T07:26:15Z
AzuraCast-Player,PeWe79,PeWe79/AzuraCast-Player,This is a Vue.js web application for streaming radio stations from AzuraCast. This app uses the public AzuraCast API endpoint to pull in a list of stations and makes it easy to switch between stations. This app also uses Three.js and the HTML5 Web Audio Context API to sample audio data and create a visualizer effect for the selected,25,206,JavaScript,MIT,https://azuracast-player.vercel.app/,https://github.com/PeWe79/AzuraCast-Player,azuracast|azuracastplayer|player|radio|radio-player|radiostreaming|webradio,2025-07-19T05:16:06Z
Qake,Lallassu,Lallassu/Qake,Qake voxel-engine demo,146,206,JavaScript,MIT,,https://github.com/Lallassu/Qake,game|gamedev|indiedev|threejs|voxel|voxel-engine,2024-01-02T02:16:01Z
Reflecta,KineticTactic,KineticTactic/Reflecta,"A sandbox for fiddling with light rays, mirrors, lenses, etc.",11,205,TypeScript,BSD-3-Clause,https://kinetictactic.github.io/Reflecta/,https://github.com/KineticTactic/Reflecta,javascript|light|optics|physics|sandbox|simulation|typescript|webgl|webgl2,2025-07-11T16:20:35Z
unwanted-twitch,kwaschny,kwaschny/unwanted-twitch,"Hide unwanted streams, games, categories and channels on: twitch.tv",115,205,JavaScript,MIT,https://kwaschny.net,https://github.com/kwaschny/unwanted-twitch,blacklist|chrome-extension|firefox-extension|twitch,2025-03-16T17:56:20Z
fishbowl,avimoondra,avimoondra/fishbowl,"Play the Fishbowl Game online! (aka Salad Bowl, Monikers, Celebrities)",155,205,TypeScript,MIT,https://fishbowl-game.com,https://github.com/avimoondra/fishbowl,,2023-03-04T18:11:54Z
zero-neko,aldy-san,aldy-san/zero-neko,This project is a website that provide dictionary and game to help everyone learn Japanese language.,54,204,JavaScript,MIT,https://zeroneko.vercel.app/,https://github.com/aldy-san/zero-neko,game|hacktoberfest|hacktoberfest2021|hiragana|japanese-language|kanji|katakana|learning|reactjs|tailwindcss,2021-10-17T11:30:23Z
js13k-2020,SalvatorePreviti,SalvatorePreviti/js13k-2020,Island Not Found - a game for js13k 2020,54,204,TypeScript,MIT,https://js13kgames.com/entries/island-not-found,https://github.com/SalvatorePreviti/js13k-2020,game|island|js13k|js13kgames|js13kgames2020|raymarching|sdf|typescript|webgl|webgl2,2021-01-20T16:42:52Z
deep-learning-browser,backstopmedia,backstopmedia/deep-learning-browser,"Official repository of the book ""Deep learning in the browser"" published by Bleeding Edge Press August 2018. Find here all of the source code of the demos!",104,204,JavaScript,MIT,,https://github.com/backstopmedia/deep-learning-browser,book|browser|deep-learning|javascript|neural-network|tensorflow|tensorflowjs|tfjs|web|webgl,2018-11-01T16:55:56Z
SWGPU,swgpu,swgpu/SWGPU,"A complete, fast and fun web game engine with examples",42,203,JavaScript,MIT,https://swgpu.github.io,https://github.com/swgpu/SWGPU,game-engine-2d|game-engine-3d|webgpu,2025-08-07T09:41:12Z
WebGL-Fluid-Enhanced,michaelbrusegard,michaelbrusegard/WebGL-Fluid-Enhanced,WebGL Fluid Simulation for modern webpages (works even on mobile).,77,203,TypeScript,MIT,https://webgl-fluid-enhanced.michaelbrusegard.com,https://github.com/michaelbrusegard/WebGL-Fluid-Enhanced,background|es-module|fluid-simulation|navier-stokes|webgl,2025-06-14T03:14:23Z
hanabi,bstnfrmry,bstnfrmry/hanabi,Play Hanabi online with friends!,102,202,TypeScript,MIT,https://hanabi.cards,https://github.com/bstnfrmry/hanabi,game|hanabi|nextjs|online|typescript,2025-05-15T14:56:01Z
Oasis,goddtriffin,goddtriffin/Oasis,Realtime multiplayer .IO game written in nothing but JavaScript and Socket.IO.,22,202,JavaScript,BSD-3-Clause,https://oasis.toddgriffin.me/,https://github.com/goddtriffin/Oasis,express|game|io-game|javascript|multiplayer|node|random-generation|realtime|realtime-multiplayer|realtime-multiplayer-landscape|socket-io|sqlite3|terrain-generation,2024-11-27T05:03:37Z
jsynchronous,siriusastrebe,siriusastrebe/jsynchronous,Jsynchronous.js - Data synchronization for games and real-time web apps. ,132,202,JavaScript,BSD-2-Clause,,https://github.com/siriusastrebe/jsynchronous,data|games|javascript|nodejs|realtime|synchronization|websockets,2024-03-20T00:23:28Z
connect-four,caleb531,caleb531/connect-four,"The slickest way to get 4-in-a-row, written using HTML5, JS, and Mithril (like React). Features an AI player, online multiplayer capability, and a smooth user interface",30,201,JavaScript,MIT,https://connectfour.calebevans.me/,https://github.com/caleb531/connect-four,connect-four|game|html5|javascript|minimax|mithril,2025-07-18T20:41:31Z
snake-game,ramazancetinkaya,ramazancetinkaya/snake-game,"An implementation of the classic Snake game using HTML5, CSS, and JavaScript.",71,201,JavaScript,MIT,https://ramazancetinkaya.github.io/snake-game/,https://github.com/ramazancetinkaya/snake-game,css|html5|javascript|snake|snake-game|snake-game-2d|snake-game-js|snakegame,2024-12-23T12:53:47Z
risk,nullobject,nullobject/risk,A game of Risk played on a hexgrid.,101,201,JavaScript,MIT,https://risk.joshbassett.info,https://github.com/nullobject/risk,functional-programming|game|javascript|reactive-programming|risk,2021-03-14T08:47:00Z
the-house-game,arturkot,arturkot/the-house-game,"Simple adventure game written in HTML, CSS and JS.",200,200,JavaScript,MIT,,https://github.com/arturkot/the-house-game,,2024-01-04T14:07:24Z
SWGoHBot,jmiln,jmiln/SWGoHBot,Discord bot for EA's SWGoH mobile game,37,199,JavaScript,MIT,,https://github.com/jmiln/SWGoHBot,bot|discord|discord-bot|discord-js|hacktoberfest|nodejs|swgoh,2025-08-18T21:44:48Z
pokemon-js,chase-manning,chase-manning/pokemon-js,A faithful recreation of the classic Pokemon Red/Blue games built with React and TypeScript,73,199,TypeScript,MIT,https://gameboy-52d09.web.app/,https://github.com/chase-manning/pokemon-js,javascript|pokemon|pokemon-js|react|typescript,2025-06-13T08:44:08Z
cats-of-jasnah,countable,countable/cats-of-jasnah,"Cats of Jasnah, a game for learning categories and logic",199,199,JavaScript,MIT,,https://github.com/countable/cats-of-jasnah,,2023-07-09T19:12:22Z
toonks-game,maxscharwath,maxscharwath/toonks-game,TOONKS is a 3D Multiplayer Game where you can play a tiny tank against your friends. You can play on your browser without any installation.,39,199,TypeScript,Apache-2.0,https://toonks.com,https://github.com/maxscharwath/toonks-game,ammojs|enable3d|framer-motion|game|multiplayer|react|three-react-fiber|threejs|typescript|vitejs|webrtc,2023-01-25T12:55:52Z
annihilate,gonnavis,gonnavis/annihilate,js action game,59,199,JavaScript,MIT,https://raw.githack.com/gonnavis/annihilate/dev/index.html,https://github.com/gonnavis/annihilate,action-game|cannonjs|ecsy|game|javascript|state-machine|threejs|webgl|xstate,2023-01-04T14:50:30Z
